id,name,host_name,neighbourhood,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,availability_365,latitude,longitude,area_type
2066,Comfortable Home in Uttam Nagar,Neha Singh,Uttam Nagar,Private room,1050,1,39,0.32,356,28.637163,77.059339,Dense/Chawl-type Area
2067,Family Home in Noida Sector 62,Varun Verma,Noida Sector 62,Entire home/apt,3150,2,53,0.13,73,28.638408,77.364829,Corporate/Developed Area
2068,Cozy Gurgaon DLF Phase 2 Studio,Riya Jain,Gurgaon DLF Phase 2,Entire home/apt,4000,1,63,0.56,270,28.486925,77.097315,Market Area
2069,Comfortable Home in Ghaziabad Vaishali,Rohit Chauhan,Ghaziabad Vaishali,Hotel room,1850,2,56,0.31,230,28.652409,77.344539,Market Area
2070,Modern Stay near Hauz Khas,Megha Yadav,Hauz Khas,Entire home/apt,3900,7,25,0.24,89,28.551372,77.191256,Green & Peaceful
2071,Peaceful Retreat near Paharganj,Rahul Mehta,Paharganj,Private room,1300,2,61,0.17,115,28.646957,77.210599,Dense/Chawl-type Area
2072,Bright Apartment in Greater Kailash,Riya Kapoor,Greater Kailash,Entire home/apt,3600,2,24,0.22,257,28.545573,77.223679,Developed Residential
2073,Peaceful Retreat near Karol Bagh,Shreya Saini,Karol Bagh,Entire home/apt,2450,2,55,0.71,269,28.658371,77.196908,Market Area
2074,Budget Stay around Janakpuri,Amit Saini,Janakpuri,Private room,1350,2,36,0.99,187,28.618748,77.085729,Developed Residential
2075,Comfortable Home in Green Park,Sanjay Saini,Green Park,Entire home/apt,3250,2,42,0.8,160,28.549368,77.210707,Green & Peaceful
2076,Cozy Mahipalpur Studio,Arjun Jain,Mahipalpur,Private room,1250,1,8,0.36,307,28.540729,77.131977,Dense/Chawl-type Area
2077,Private Room near Vasant Kunj,Varun Saini,Vasant Kunj,Private room,1700,1,16,0.58,234,28.530853,77.159779,Developed Residential
2078,Premium Stay - Karol Bagh,Megha Kumar,Karol Bagh,Hotel room,2200,1,35,1.18,365,28.654439,77.191594,Market Area
2079,Family Home in Lajpat Nagar,Varun Singh,Lajpat Nagar,Entire home/apt,2900,1,24,1.37,206,28.573595,77.240245,Market Area
2080,Bright Apartment in Noida Sector 62,Ankit Kapoor,Noida Sector 62,Entire home/apt,3100,1,20,0.1,184,28.63616,77.362196,Corporate/Developed Area
2081,Private Room near Noida Sector 62,Riya Saini,Noida Sector 62,Hotel room,2450,1,96,0.26,45,28.636464,77.361867,Corporate/Developed Area
2082,Family Home in Mahipalpur,Arjun Mishra,Mahipalpur,Entire home/apt,2100,2,2,0.12,299,28.549433,77.137352,Dense/Chawl-type Area
2083,Modern Stay near Vikaspuri,Megha Gupta,Vikaspuri,Private room,1650,2,29,0.3,172,28.646242,77.066164,Developed Residential
2084,Private Room near Aerocity,Deepak Gupta,Aerocity,Entire home/apt,4000,2,27,1.15,201,28.548523,77.078857,Developed Residential
2085,City Stay - Chattarpur,Karan Mishra,Chattarpur,Entire home/apt,2750,4,76,0.61,257,28.507632,77.173386,Green & Peaceful
2086,Private Room near Gurgaon Cyber City,Megha Chauhan,Gurgaon Cyber City,Hotel room,3650,14,10,0.66,77,28.493258,77.093627,Corporate/Developed Area
2087,Premium Stay - Greater Kailash,Amit Yadav,Greater Kailash,Entire home/apt,4000,1,20,0.11,129,28.544517,77.228279,Developed Residential
2088,Comfortable Home in Noida Sector 75,Nisha Saini,Noida Sector 75,Private room,1750,3,25,0.72,225,28.564158,77.39084,Developed Residential
2089,Bright Apartment in Vasant Kunj,Amit Bansal,Vasant Kunj,Private room,1900,3,1,0.23,186,28.526884,77.162717,Developed Residential
2090,Bright Apartment in Paharganj,Simran Singh,Paharganj,Entire home/apt,2750,1,16,0.08,219,28.643576,77.213374,Dense/Chawl-type Area
2091,Premium Stay - Vikaspuri,Neha Agarwal,Vikaspuri,Entire home/apt,1950,3,44,0.99,362,28.639332,77.064065,Developed Residential
2092,Premium Stay - Noida Sector 137,Nisha Singh,Noida Sector 137,Shared room,900,1,11,0.79,268,28.5126,77.400231,Developed Residential
2093,Premium Stay - Ghaziabad Indirapuram,Varun Yadav,Ghaziabad Indirapuram,Entire home/apt,2600,3,14,0.57,5,28.640058,77.371851,Developed Residential
2094,City Stay - Noida Sector 18,Rahul Bansal,Noida Sector 18,Entire home/apt,2600,4,89,0.33,80,28.570048,77.332383,Market Area
2095,Bright Apartment in Noida Sector 18,Riya Malhotra,Noida Sector 18,Private room,2000,3,0,0.0,229,28.573041,77.332755,Market Area
2096,Premium Stay - Rajendra Place,Priya Verma,Rajendra Place,Private room,1600,1,20,0.34,292,28.645346,77.177352,Developed Residential
2097,Comfortable Home in Gurgaon Golf Course Road,Neha Sharma,Gurgaon Golf Course Road,Private room,3100,1,31,0.08,257,28.458426,77.103166,Developed Residential
2098,Cozy Gurgaon Golf Course Road Studio,Ankit Mishra,Gurgaon Golf Course Road,Private room,3000,1,11,0.54,365,28.466645,77.100008,Developed Residential
2099,Private Room near Gurgaon Cyber City,Pooja Verma,Gurgaon Cyber City,Entire home/apt,4000,3,76,0.55,186,28.490015,77.090828,Corporate/Developed Area
2100,Cozy Gurgaon Cyber City Studio,Pooja Verma,Gurgaon Cyber City,Entire home/apt,4000,1,16,0.29,224,28.48158,77.104067,Corporate/Developed Area
2101,Budget Stay around Ghaziabad Vaishali,Aditya Agarwal,Ghaziabad Vaishali,Private room,1450,1,56,0.27,289,28.656151,77.330449,Market Area
2102,Family Home in Noida Sector 137,Varun Kapoor,Noida Sector 137,Private room,1450,1,68,0.85,363,28.520425,77.400295,Developed Residential
2103,Cozy Noida Sector 137 Studio,Aditya Kumar,Noida Sector 137,Private room,1000,2,33,0.4,129,28.512598,77.394903,Developed Residential
2104,Family Home in Uttam Nagar,Sanjay Singh,Uttam Nagar,Private room,1150,3,85,0.38,196,28.620084,77.061678,Dense/Chawl-type Area
2105,Peaceful Retreat near Uttam Nagar,Neha Sharma,Uttam Nagar,Entire home/apt,1550,1,4,0.21,306,28.633323,77.065177,Dense/Chawl-type Area
2106,Modern Stay near Old Delhi,Varun Jain,Old Delhi,Entire home/apt,2150,3,31,0.13,155,28.651823,77.232482,Dense/Chawl-type Area
2107,Cozy Rajendra Place Studio,Shreya Yadav,Rajendra Place,Private room,2250,2,34,0.61,247,28.649306,77.179275,Developed Residential
2108,Budget Stay around Uttam Nagar,Sanjay Kapoor,Uttam Nagar,Entire home/apt,1700,3,100,0.36,237,28.623794,77.061809,Dense/Chawl-type Area
2109,Cozy Karol Bagh Studio,Sanjay Yadav,Karol Bagh,Private room,1550,1,57,0.13,272,28.655945,77.197139,Market Area
2110,Premium Stay - Rajendra Place,Simran Kumar,Rajendra Place,Private room,1300,4,17,0.35,365,28.646733,77.185293,Developed Residential
2111,Modern Stay near Ghaziabad Indirapuram,Rohit Saini,Ghaziabad Indirapuram,Private room,1150,1,76,2.0,365,28.632308,77.381795,Developed Residential
2112,Peaceful Retreat near Green Park,Karan Verma,Green Park,Private room,2450,1,71,0.11,298,28.567453,77.206954,Green & Peaceful
2113,Modern Stay near Saket,Deepak Verma,Saket,Entire home/apt,3150,2,46,0.26,302,28.523227,77.202332,Developed Residential
2114,Budget Stay around Uttam Nagar,Vikas Kapoor,Uttam Nagar,Private room,1050,1,18,0.53,213,28.613137,77.074195,Dense/Chawl-type Area
2115,Premium Stay - Gurgaon DLF Phase 2,Pooja Singh,Gurgaon DLF Phase 2,Entire home/apt,3300,1,89,0.32,178,28.483365,77.095783,Market Area
2116,Comfortable Home in Mehrauli,Vikas Bansal,Mehrauli,Entire home/apt,2150,2,19,0.13,317,28.517012,77.188499,Dense/Chawl-type Area
2117,Premium Stay - Vasant Kunj,Megha Saini,Vasant Kunj,Entire home/apt,4000,3,49,0.87,166,28.531562,77.160277,Developed Residential
2118,Modern Stay near Noida Sector 62,Manish Saini,Noida Sector 62,Entire home/apt,2200,2,75,1.4,170,28.623999,77.363962,Corporate/Developed Area
2119,Private Room near Uttam Nagar,Aditya Chauhan,Uttam Nagar,Private room,1050,1,59,2.06,190,28.629061,77.062815,Dense/Chawl-type Area
2120,Modern Stay near Greater Kailash,Manish Jain,Greater Kailash,Entire home/apt,4000,3,9,0.23,164,28.539713,77.243349,Developed Residential
2121,Comfortable Home in Connaught Place,Ankit Yadav,Connaught Place,Entire home/apt,3400,4,38,0.97,229,28.640216,77.217271,Market Area
2122,Premium Stay - Gurgaon Sector 47,Megha Malhotra,Gurgaon Sector 47,Private room,2250,1,13,0.15,93,28.425952,77.049417,Developed Residential
2123,Comfortable Home in Noida Sector 62,Riya Agarwal,Noida Sector 62,Entire home/apt,2300,2,68,0.87,186,28.628228,77.361455,Corporate/Developed Area
2124,Private Room near Noida Sector 18,Megha Bansal,Noida Sector 18,Entire home/apt,2900,1,17,0.52,70,28.572618,77.330059,Market Area
2125,Bright Apartment in Old Delhi,Sanjay Jain,Old Delhi,Private room,1100,2,11,0.51,184,28.657821,77.239444,Dense/Chawl-type Area
2126,Bright Apartment in South Extension,Megha Chauhan,South Extension,Private room,2200,3,81,0.91,284,28.566573,77.220545,Market Area
2127,Budget Stay around Defence Colony,Manish Yadav,Defence Colony,Private room,2600,2,43,0.86,134,28.581141,77.229652,Green & Peaceful
2128,Peaceful Retreat near Noida Sector 75,Riya Bansal,Noida Sector 75,Entire home/apt,1750,1,25,0.68,228,28.570378,77.390337,Developed Residential
2129,Peaceful Retreat near Lajpat Nagar,Aditya Kapoor,Lajpat Nagar,Entire home/apt,3200,2,54,0.51,182,28.574096,77.237806,Market Area
2130,Premium Stay - Connaught Place,Nisha Yadav,Connaught Place,Entire home/apt,4000,7,96,0.15,67,28.629746,77.211073,Market Area
2131,Private Room near Dwarka,Arjun Chauhan,Dwarka,Private room,1550,3,83,0.27,192,28.5887,77.046718,Developed Residential
2132,Cozy Green Park Studio,Shreya Malhotra,Green Park,Entire home/apt,3600,1,1,0.17,278,28.546753,77.19995,Green & Peaceful
2133,Family Home in Vikaspuri,Rohit Kumar,Vikaspuri,Private room,1150,3,83,0.55,99,28.642079,77.079224,Developed Residential
2134,Comfortable Home in Hauz Khas,Amit Kapoor,Hauz Khas,Entire home/apt,3050,2,33,0.05,164,28.551268,77.203175,Green & Peaceful
2135,City Stay - Noida Sector 75,Karan Sharma,Noida Sector 75,Private room,1700,1,0,0.0,284,28.567192,77.396524,Developed Residential
2136,Bright Apartment in Green Park,Vikas Singh,Green Park,Entire home/apt,3950,2,25,1.88,214,28.563695,77.206521,Green & Peaceful
2137,City Stay - Faridabad Sector 15,Amit Yadav,Faridabad Sector 15,Hotel room,1800,1,37,0.32,316,28.415837,77.313491,Developed Residential
2138,Premium Stay - Vasant Kunj,Megha Kapoor,Vasant Kunj,Private room,3050,7,78,0.6,336,28.519491,77.15392,Developed Residential
2139,Family Home in Ghaziabad Indirapuram,Aditya Jain,Ghaziabad Indirapuram,Private room,1300,1,121,0.39,107,28.654021,77.374706,Developed Residential
2140,Cozy Ghaziabad Vaishali Studio,Rahul Verma,Ghaziabad Vaishali,Private room,1500,2,66,0.53,105,28.650219,77.347435,Market Area
2141,Comfortable Home in Noida Sector 75,Shreya Chauhan,Noida Sector 75,Hotel room,2000,2,11,0.81,148,28.5688,77.398249,Developed Residential
2142,Bright Apartment in Karol Bagh,Rahul Kumar,Karol Bagh,Private room,1700,1,58,1.0,211,28.646693,77.19329,Market Area
2143,Peaceful Retreat near Rajendra Place,Aditya Singh,Rajendra Place,Shared room,1100,1,49,0.39,332,28.638727,77.17693,Developed Residential
2144,City Stay - Gurgaon Cyber City,Arjun Yadav,Gurgaon Cyber City,Entire home/apt,3900,1,33,1.59,353,28.498725,77.097696,Corporate/Developed Area
2145,Budget Stay around Lajpat Nagar,Neha Bansal,Lajpat Nagar,Private room,1850,2,37,0.03,365,28.567647,77.24084,Market Area
2146,Peaceful Retreat near Saket,Aditya Jain,Saket,Entire home/apt,3550,1,28,0.71,231,28.518463,77.215133,Developed Residential
2147,Bright Apartment in Hauz Khas,Neha Saini,Hauz Khas,Private room,2300,1,18,0.28,214,28.546361,77.193768,Green & Peaceful
2148,Private Room near Saket,Varun Gupta,Saket,Private room,1750,2,11,0.29,268,28.518093,77.204325,Developed Residential
2149,Modern Stay near Mehrauli,Aditya Mishra,Mehrauli,Entire home/apt,2350,5,77,0.3,296,28.525997,77.186121,Dense/Chawl-type Area
2150,City Stay - Noida Sector 62,Simran Agarwal,Noida Sector 62,Hotel room,2050,3,65,0.15,232,28.622158,77.364624,Corporate/Developed Area
2151,Family Home in Ghaziabad Vaishali,Rohit Saini,Ghaziabad Vaishali,Hotel room,2200,5,49,0.88,85,28.655578,77.338653,Market Area
2152,Cozy Saket Studio,Nisha Verma,Saket,Private room,2900,1,11,0.94,210,28.519795,77.203344,Developed Residential
2153,Budget Stay around Gurgaon Golf Course Road,Riya Chauhan,Gurgaon Golf Course Road,Entire home/apt,4000,2,40,1.19,223,28.463733,77.094492,Developed Residential
2154,Modern Stay near Lajpat Nagar,Manish Jain,Lajpat Nagar,Entire home/apt,3600,2,42,0.05,252,28.563645,77.244321,Market Area
2155,Family Home in Paharganj,Vikas Saini,Paharganj,Entire home/apt,2000,1,38,1.48,114,28.650709,77.206539,Dense/Chawl-type Area
2156,Budget Stay around Karol Bagh,Amit Agarwal,Karol Bagh,Entire home/apt,2650,1,27,0.23,250,28.657443,77.181096,Market Area
2157,Premium Stay - Ghaziabad Indirapuram,Rohit Kumar,Ghaziabad Indirapuram,Entire home/apt,2200,2,12,1.75,190,28.643141,77.369753,Developed Residential
2158,Premium Stay - Ghaziabad Indirapuram,Rohit Chauhan,Ghaziabad Indirapuram,Entire home/apt,2150,1,33,0.87,285,28.640984,77.361336,Developed Residential
2159,Bright Apartment in Hauz Khas,Aditya Gupta,Hauz Khas,Entire home/apt,4000,2,35,0.28,5,28.55161,77.188401,Green & Peaceful
2160,Peaceful Retreat near Dwarka,Deepak Saini,Dwarka,Private room,1850,1,75,1.22,298,28.584123,77.048428,Developed Residential
2161,Budget Stay around Green Park,Rahul Sharma,Green Park,Entire home/apt,3250,4,52,1.07,243,28.559598,77.211023,Green & Peaceful
2162,Family Home in Karol Bagh,Shreya Yadav,Karol Bagh,Shared room,1350,1,24,0.22,249,28.648147,77.212368,Market Area
2163,Modern Stay near Paharganj,Aditya Kapoor,Paharganj,Private room,1700,1,25,0.26,195,28.644329,77.220623,Dense/Chawl-type Area
2164,City Stay - Paharganj,Vikas Malhotra,Paharganj,Private room,1700,7,42,0.1,82,28.642631,77.217397,Dense/Chawl-type Area
2165,Comfortable Home in Defence Colony,Nisha Gupta,Defence Colony,Entire home/apt,4000,1,77,0.67,217,28.581103,77.233217,Green & Peaceful
2166,Private Room near Noida Sector 75,Riya Verma,Noida Sector 75,Entire home/apt,3600,1,37,0.36,174,28.572364,77.388904,Developed Residential
2167,Cozy Dwarka Studio,Aditya Saini,Dwarka,Entire home/apt,2650,2,21,1.02,47,28.589775,77.035862,Developed Residential
2168,City Stay - Noida Sector 137,Megha Malhotra,Noida Sector 137,Entire home/apt,1800,2,104,1.11,250,28.506082,77.40421,Developed Residential
2169,Premium Stay - Noida Sector 75,Neha Malhotra,Noida Sector 75,Entire home/apt,2600,7,9,0.08,189,28.578808,77.386047,Developed Residential
2170,Comfortable Home in Mehrauli,Manish Yadav,Mehrauli,Entire home/apt,2450,2,105,0.65,152,28.526302,77.186736,Dense/Chawl-type Area
2171,Premium Stay - Karol Bagh,Rahul Mehta,Karol Bagh,Private room,2150,1,49,0.11,217,28.641207,77.183421,Market Area
2172,Budget Stay around Noida Sector 75,Pooja Mehta,Noida Sector 75,Private room,2100,1,25,0.08,168,28.568154,77.39041,Developed Residential
2173,Premium Stay - South Extension,Aditya Singh,South Extension,Hotel room,3550,1,63,0.68,151,28.563058,77.227834,Market Area
2174,Premium Stay - Dwarka,Simran Saini,Dwarka,Entire home/apt,3050,4,29,0.64,279,28.585947,77.057003,Developed Residential
2175,Modern Stay near Chattarpur,Vikas Singh,Chattarpur,Private room,1950,3,27,1.07,148,28.502715,77.173003,Green & Peaceful
2176,Budget Stay around Chattarpur,Arjun Yadav,Chattarpur,Private room,1800,2,27,0.31,362,28.502177,77.174299,Green & Peaceful
2177,Family Home in Dwarka,Riya Agarwal,Dwarka,Private room,1850,1,52,0.27,332,28.588169,77.042029,Developed Residential
2178,Budget Stay around Aerocity,Neha Verma,Aerocity,Entire home/apt,4000,1,102,0.38,365,28.551683,77.076914,Developed Residential
2179,Bright Apartment in Ghaziabad Indirapuram,Manish Chauhan,Ghaziabad Indirapuram,Private room,1300,1,13,1.24,160,28.641901,77.365801,Developed Residential
2180,Bright Apartment in South Extension,Pooja Chauhan,South Extension,Private room,2200,4,62,1.15,175,28.561476,77.212614,Market Area
2181,Cozy South Extension Studio,Simran Agarwal,South Extension,Entire home/apt,2850,2,27,0.75,110,28.563689,77.226786,Market Area
2182,Bright Apartment in Noida Sector 18,Karan Gupta,Noida Sector 18,Private room,1700,1,16,0.31,247,28.570501,77.323452,Market Area
2183,Private Room near Gurgaon Cyber City,Simran Mishra,Gurgaon Cyber City,Private room,3150,1,45,1.55,112,28.497222,77.0951,Corporate/Developed Area
2184,Private Room near Saket,Simran Gupta,Saket,Private room,1700,1,140,0.67,145,28.519468,77.204273,Developed Residential
2185,Peaceful Retreat near Gurgaon DLF Phase 2,Rohit Jain,Gurgaon DLF Phase 2,Private room,2800,1,2,1.5,299,28.481096,77.093325,Market Area
2186,Bright Apartment in Noida Sector 62,Pooja Agarwal,Noida Sector 62,Private room,1600,2,30,0.43,99,28.637655,77.357842,Corporate/Developed Area
2187,Modern Stay near Gurgaon DLF Phase 2,Rahul Yadav,Gurgaon DLF Phase 2,Private room,2350,1,37,0.25,206,28.487804,77.089432,Market Area
2188,Cozy Noida Sector 18 Studio,Priya Saini,Noida Sector 18,Private room,1850,1,13,1.58,349,28.574747,77.326538,Market Area
2189,Comfortable Home in Gurgaon Sector 47,Vikas Bansal,Gurgaon Sector 47,Private room,2050,2,40,0.24,304,28.431167,77.040837,Developed Residential
2190,Bright Apartment in Gurgaon Sector 47,Karan Sharma,Gurgaon Sector 47,Entire home/apt,3750,1,5,0.18,353,28.427555,77.045451,Developed Residential
2191,Private Room near Karol Bagh,Priya Kumar,Karol Bagh,Private room,1700,1,36,0.31,102,28.653584,77.192878,Market Area
2192,Bright Apartment in Noida Sector 18,Varun Sharma,Noida Sector 18,Private room,2300,1,27,0.32,241,28.574772,77.321302,Market Area
2193,Premium Stay - Noida Sector 18,Pooja Saini,Noida Sector 18,Shared room,1350,1,15,0.63,249,28.566146,77.331467,Market Area
2194,Premium Stay - Old Delhi,Pooja Singh,Old Delhi,Private room,1550,3,52,0.92,241,28.653799,77.234789,Dense/Chawl-type Area
2195,City Stay - Karol Bagh,Deepak Yadav,Karol Bagh,Entire home/apt,3100,1,21,0.01,5,28.65335,77.183061,Market Area
2196,Family Home in Janakpuri,Megha Mehta,Janakpuri,Entire home/apt,2450,2,13,0.15,204,28.616468,77.093833,Developed Residential
2197,Cozy Green Park Studio,Rahul Saini,Green Park,Entire home/apt,4000,1,25,0.2,193,28.565564,77.202219,Green & Peaceful
2198,Premium Stay - Noida Sector 137,Nisha Bansal,Noida Sector 137,Entire home/apt,2450,1,24,0.23,156,28.521507,77.416379,Developed Residential
2199,Comfortable Home in Noida Sector 62,Rohit Kumar,Noida Sector 62,Private room,2100,2,75,0.82,284,28.629717,77.366707,Corporate/Developed Area
2200,Peaceful Retreat near South Extension,Rohit Kumar,South Extension,Entire home/apt,3800,1,27,0.58,314,28.569012,77.225335,Market Area
2201,Cozy Noida Sector 137 Studio,Simran Kumar,Noida Sector 137,Entire home/apt,2100,3,16,0.26,161,28.513367,77.406484,Developed Residential
2202,Cozy Chattarpur Studio,Shreya Agarwal,Chattarpur,Private room,1950,1,40,0.03,136,28.511979,77.165363,Green & Peaceful
2203,City Stay - Karol Bagh,Neha Malhotra,Karol Bagh,Entire home/apt,2800,2,25,0.42,236,28.643875,77.201136,Market Area
2204,Modern Stay near Ghaziabad Vaishali,Sanjay Mishra,Ghaziabad Vaishali,Private room,1250,3,38,0.49,184,28.653862,77.340664,Market Area
2205,Budget Stay around Uttam Nagar,Amit Kumar,Uttam Nagar,Entire home/apt,1650,3,13,0.26,188,28.631709,77.061565,Dense/Chawl-type Area
2206,Premium Stay - Janakpuri,Vikas Malhotra,Janakpuri,Entire home/apt,2850,1,23,0.64,123,28.627211,77.095659,Developed Residential
2207,Bright Apartment in Connaught Place,Priya Jain,Connaught Place,Private room,3400,1,28,0.58,321,28.63782,77.214424,Market Area
2208,Family Home in Gurgaon Sector 47,Varun Mishra,Gurgaon Sector 47,Shared room,1100,1,63,0.39,131,28.421664,77.048108,Developed Residential
2209,Comfortable Home in Faridabad Sector 15,Megha Verma,Faridabad Sector 15,Private room,1200,2,95,0.11,139,28.418618,77.323656,Developed Residential
2210,Private Room near Hauz Khas,Pooja Kapoor,Hauz Khas,Entire home/apt,4000,1,48,0.21,250,28.540297,77.194507,Green & Peaceful
