id,name,host_name,neighbourhood,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,availability_365,latitude,longitude,area_type,state,adjusted_price,review_scores_rating,cleanliness_rating,distance_to_metro_km,amenities_count,host_is_superhost,instant_bookable,greenery_score
2225,Budget Stay around Lajpat Nagar,Aditya Gupta,Lajpat Nagar,Entire home/apt,3550,1,2,1.82,232,28.5653,77.248976,Market Area,Delhi,5680,3.81,3.8,2.91,7,f,t,5.6
2226,Family Home in Greater Kailash,Karan Jain,Greater Kailash,Entire home/apt,3900,1,47,0.13,104,28.548201,77.233801,Developed Residential,Delhi,6240,4.36,3.5,4.49,20,f,t,7.5
2227,Premium Stay - Dwarka,Riya Mehta,Dwarka,Entire home/apt,2350,2,20,0.17,264,28.587689,77.043807,Developed Residential,Delhi,3760,4.16,4.9,2.55,16,f,t,6.8
2228,Comfortable Home in Chattarpur,Rahul Singh,Chattarpur,Private room,1300,4,12,0.2,134,28.507531,77.176586,Green & Peaceful,Delhi,1170,4.52,4.8,0.34,8,f,t,8.1
2229,Peaceful Retreat near Defence Colony,Aditya Kapoor,Defence Colony,Private room,4000,2,18,0.13,215,28.574457,77.236569,Green & Peaceful,Delhi,3600,4.16,4.6,3.73,5,f,t,6.8
2230,Premium Stay - Chattarpur,Rahul Kumar,Chattarpur,Private room,1400,3,5,0.57,165,28.50057,77.180525,Green & Peaceful,Delhi,1260,4.16,3.8,0.86,8,f,f,6.8
2231,Comfortable Home in Connaught Place,Rahul Malhotra,Connaught Place,Entire home/apt,4000,4,26,0.88,355,28.641706,77.224979,Market Area,Delhi,6400,4.69,3.7,0.21,5,f,f,8.7
2232,Comfortable Home in Karol Bagh,Aditya Jain,Karol Bagh,Private room,1450,2,51,0.25,188,28.654593,77.191585,Market Area,Delhi,1305,3.86,3.6,0.9,12,f,f,5.7
2233,Premium Stay - Defence Colony,Riya Verma,Defence Colony,Entire home/apt,4000,5,29,0.35,185,28.584242,77.231481,Green & Peaceful,Delhi,6400,4.88,4.6,0.26,9,f,t,9.4
2234,Modern Stay near Mehrauli,Megha Saini,Mehrauli,Entire home/apt,2450,1,25,0.13,363,28.526975,77.184534,Dense/Chawl-type Area,Delhi,3920,4.82,4.9,1.14,6,f,t,9.2
2235,Comfortable Home in Uttam Nagar,Ankit Chauhan,Uttam Nagar,Private room,1150,1,21,0.3,168,28.633977,77.072385,Dense/Chawl-type Area,Delhi,1035,4.6,4.1,0.7,16,f,f,8.4
2236,Bright Apartment in Ghaziabad Vaishali,Amit Yadav,Ghaziabad Vaishali,Entire home/apt,1350,1,73,0.16,114,28.641885,77.330887,Market Area,Uttar Pradesh,2160,4.51,3.7,0.97,21,f,f,8.1
2237,City Stay - Mehrauli,Manish Malhotra,Mehrauli,Hotel room,2150,14,55,0.21,12,28.51666,77.188467,Dense/Chawl-type Area,Delhi,2795,4.87,4.3,1.34,11,t,f,9.3
2238,City Stay - Mahipalpur,Shreya Saini,Mahipalpur,Entire home/apt,1700,1,17,0.32,269,28.549488,77.123927,Dense/Chawl-type Area,Delhi,2720,4.02,4.0,2.64,15,f,f,6.3
2239,Peaceful Retreat near Faridabad Sector 15,Rahul Yadav,Faridabad Sector 15,Entire home/apt,1900,2,13,0.23,40,28.413027,77.31425,Developed Residential,Haryana,3040,3.89,4.1,1.5,8,f,f,5.8
2240,Comfortable Home in Noida Sector 62,Priya Gupta,Noida Sector 62,Entire home/apt,2550,1,4,0.72,45,28.618551,77.357319,Corporate/Developed Area,Uttar Pradesh,4080,4.09,4.4,0.88,9,f,f,6.5
2241,Family Home in Rajendra Place,Amit Yadav,Rajendra Place,Private room,1600,2,73,0.2,253,28.647682,77.176921,Developed Residential,Delhi,1440,4.75,4.6,2.25,10,t,t,8.9
2242,Family Home in Janakpuri,Simran Kumar,Janakpuri,Hotel room,2100,1,13,0.61,240,28.624707,77.088685,Developed Residential,Delhi,2730,3.84,3.7,3.03,15,f,f,5.6
2243,Peaceful Retreat near Paharganj,Aditya Bansal,Paharganj,Private room,1400,3,59,0.56,95,28.651187,77.212274,Dense/Chawl-type Area,Delhi,1260,4.5,3.6,0.35,5,f,t,8.0
2244,Peaceful Retreat near Greater Kailash,Simran Singh,Greater Kailash,Entire home/apt,3150,1,67,0.37,228,28.549128,77.232087,Developed Residential,Delhi,5040,4.99,5.0,1.11,14,t,f,9.8
2245,Modern Stay near Gurgaon Golf Course Road,Amit Chauhan,Gurgaon Golf Course Road,Private room,2900,1,95,1.05,358,28.456689,77.095238,Developed Residential,Haryana,2610,4.83,3.8,0.6,24,t,f,9.2
2246,Premium Stay - Gurgaon Sector 47,Varun Gupta,Gurgaon Sector 47,Entire home/apt,3500,2,8,0.36,246,28.427003,77.038612,Developed Residential,Haryana,5600,4.43,3.6,0.26,15,f,t,7.7
2247,Bright Apartment in Gurgaon Golf Course Road,Simran Mehta,Gurgaon Golf Course Road,Entire home/apt,3950,1,40,0.22,236,28.457023,77.098213,Developed Residential,Haryana,6320,3.88,3.8,1.53,21,f,t,5.8
2248,Budget Stay around South Extension,Ankit Mishra,South Extension,Entire home/apt,2600,7,29,0.27,131,28.557377,77.219632,Market Area,Delhi,4160,4.8,3.6,2.58,12,f,t,9.1
2249,Comfortable Home in Dwarka,Varun Mehta,Dwarka,Private room,1950,1,65,0.1,223,28.579963,77.047899,Developed Residential,Delhi,1755,4.52,4.1,0.41,17,f,t,8.1
2250,Peaceful Retreat near Gurgaon Sector 47,Ankit Singh,Gurgaon Sector 47,Entire home/apt,3600,2,16,0.28,163,28.427413,77.045357,Developed Residential,Haryana,5760,3.94,4.7,2.21,24,f,t,6.0
2251,Cozy Vikaspuri Studio,Rohit Malhotra,Vikaspuri,Private room,1400,3,37,1.12,23,28.644337,77.069538,Developed Residential,Delhi,1260,3.91,4.0,2.5,22,f,t,5.9
2252,Peaceful Retreat near Vikaspuri,Arjun Malhotra,Vikaspuri,Entire home/apt,3600,1,14,0.71,365,28.630021,77.06838,Developed Residential,Delhi,5760,4.89,4.2,3.15,20,f,t,9.4
2253,Peaceful Retreat near Gurgaon Golf Course Road,Pooja Yadav,Gurgaon Golf Course Road,Private room,2600,2,46,0.27,56,28.467734,77.093382,Developed Residential,Haryana,2340,4.6,4.5,0.57,6,f,t,8.4
2254,Private Room near Uttam Nagar,Neha Gupta,Uttam Nagar,Private room,1600,2,61,0.28,200,28.631704,77.069512,Dense/Chawl-type Area,Delhi,1440,4.8,4.3,3.01,9,t,f,9.1
2255,Bright Apartment in Noida Sector 18,Simran Mehta,Noida Sector 18,Private room,2100,1,25,0.22,279,28.566138,77.32326,Market Area,Uttar Pradesh,1890,4.85,4.8,0.66,22,f,t,9.3
2256,Peaceful Retreat near Dwarka,Shreya Jain,Dwarka,Private room,1750,1,26,0.59,177,28.599144,77.046901,Developed Residential,Delhi,1575,4.49,4.8,1.16,7,f,t,8.0
2257,Cozy Old Delhi Studio,Manish Malhotra,Old Delhi,Private room,1550,1,86,0.89,83,28.668141,77.226889,Dense/Chawl-type Area,Delhi,1395,4.42,3.5,0.26,21,f,f,7.7
2258,Budget Stay around Saket,Simran Saini,Saket,Private room,2200,3,72,0.3,334,28.520144,77.213671,Developed Residential,Delhi,1980,4.32,4.7,0.25,20,f,f,7.4
2259,Family Home in Dwarka,Riya Malhotra,Dwarka,Private room,1650,1,77,1.88,260,28.589058,77.047771,Developed Residential,Delhi,1485,4.18,4.2,1.73,10,f,f,6.9
2260,Premium Stay - Noida Sector 75,Aditya Bansal,Noida Sector 75,Entire home/apt,2100,4,32,1.22,129,28.568912,77.393167,Developed Residential,Uttar Pradesh,3360,4.32,5.0,0.91,23,f,t,7.4
2261,Cozy Mehrauli Studio,Deepak Agarwal,Mehrauli,Hotel room,1900,2,19,0.44,5,28.529576,77.196348,Dense/Chawl-type Area,Delhi,2470,4.73,4.2,0.56,11,f,f,8.8
2262,Private Room near Mahipalpur,Deepak Verma,Mahipalpur,Entire home/apt,1750,2,25,1.21,168,28.547043,77.133429,Dense/Chawl-type Area,Delhi,2800,4.52,5.0,0.45,22,f,f,8.1
2263,Cozy Greater Kailash Studio,Shreya Mishra,Greater Kailash,Private room,1850,14,38,0.09,273,28.553683,77.234733,Developed Residential,Delhi,1665,4.87,4.6,1.53,18,t,f,9.3
2264,Premium Stay - Gurgaon Golf Course Road,Vikas Kapoor,Gurgaon Golf Course Road,Entire home/apt,4000,2,43,0.23,41,28.456079,77.099289,Developed Residential,Haryana,6400,4.33,3.9,0.2,10,f,f,7.4
2265,Cozy Old Delhi Studio,Nisha Saini,Old Delhi,Private room,1550,1,78,0.22,169,28.653411,77.223999,Dense/Chawl-type Area,Delhi,1395,4.53,4.3,2.17,12,f,f,8.1
2266,Premium Stay - Mahipalpur,Megha Malhotra,Mahipalpur,Private room,1150,1,2,0.9,201,28.549066,77.130349,Dense/Chawl-type Area,Delhi,1035,4.56,5.0,0.3,19,f,f,8.2
2267,City Stay - Paharganj,Rohit Singh,Paharganj,Entire home/apt,1950,1,48,0.68,87,28.624151,77.205991,Dense/Chawl-type Area,Delhi,3120,4.51,4.8,0.46,19,f,f,8.0
2268,City Stay - Rajendra Place,Shreya Malhotra,Rajendra Place,Private room,1850,3,28,0.26,126,28.638438,77.178447,Developed Residential,Delhi,1665,4.64,3.6,0.79,19,f,f,8.5
2269,Comfortable Home in Noida Sector 137,Karan Mehta,Noida Sector 137,Entire home/apt,2100,1,24,0.1,258,28.517789,77.409492,Developed Residential,Uttar Pradesh,3360,4.08,4.6,1.0,20,f,f,6.5
2270,Family Home in Noida Sector 62,Manish Kumar,Noida Sector 62,Private room,1200,1,32,0.53,291,28.635244,77.358855,Corporate/Developed Area,Uttar Pradesh,1080,4.41,4.0,0.73,5,f,f,7.7
2271,Premium Stay - Uttam Nagar,Rohit Saini,Uttam Nagar,Private room,900,1,52,0.42,147,28.631311,77.061371,Dense/Chawl-type Area,Delhi,810,3.93,3.5,0.66,15,f,t,5.9
2272,Private Room near Gurgaon Sector 47,Rahul Mehta,Gurgaon Sector 47,Shared room,1800,5,42,0.58,72,28.434887,77.031066,Developed Residential,Haryana,900,4.26,4.1,4.19,9,f,f,7.2
2273,Premium Stay - Noida Sector 137,Neha Saini,Noida Sector 137,Entire home/apt,2000,2,85,0.13,187,28.512379,77.401172,Developed Residential,Uttar Pradesh,3200,4.39,3.9,1.43,9,f,t,7.6
2274,Family Home in Lajpat Nagar,Priya Gupta,Lajpat Nagar,Private room,2300,2,34,1.18,94,28.570934,77.246398,Market Area,Delhi,2070,4.58,4.7,0.23,10,f,f,8.3
2275,Budget Stay around Old Delhi,Megha Gupta,Old Delhi,Shared room,900,1,55,0.13,102,28.646215,77.238157,Dense/Chawl-type Area,Delhi,450,4.94,4.0,0.87,6,t,f,9.6
2276,Private Room near Uttam Nagar,Manish Chauhan,Uttam Nagar,Entire home/apt,1400,1,7,0.19,253,28.61244,77.061877,Dense/Chawl-type Area,Delhi,2240,4.52,4.7,2.7,10,f,t,8.1
2277,Private Room near Ghaziabad Indirapuram,Amit Gupta,Ghaziabad Indirapuram,Private room,1750,14,40,0.89,271,28.650269,77.382687,Developed Residential,Uttar Pradesh,1575,4.69,3.5,0.63,18,f,f,8.7
2278,Peaceful Retreat near Karol Bagh,Aditya Jain,Karol Bagh,Private room,1650,1,52,0.59,259,28.649416,77.189074,Market Area,Delhi,1485,4.41,4.0,0.32,15,f,t,7.7
2279,City Stay - Gurgaon Sector 47,Shreya Verma,Gurgaon Sector 47,Private room,1850,1,48,1.62,266,28.422596,77.044045,Developed Residential,Haryana,1665,4.56,3.9,1.9,8,f,t,8.2
2280,Comfortable Home in Paharganj,Riya Saini,Paharganj,Entire home/apt,2150,2,41,0.47,5,28.641973,77.212466,Dense/Chawl-type Area,Delhi,3440,3.89,3.9,1.32,13,f,t,5.8
2281,Modern Stay near Noida Sector 62,Priya Verma,Noida Sector 62,Entire home/apt,2550,2,13,0.17,365,28.620654,77.373304,Corporate/Developed Area,Uttar Pradesh,4080,4.11,3.6,1.21,7,f,t,6.6
2282,Bright Apartment in Gurgaon Sector 47,Shreya Agarwal,Gurgaon Sector 47,Private room,2400,2,49,0.37,365,28.420683,77.039607,Developed Residential,Haryana,2160,4.23,3.8,0.27,20,f,t,7.1
2283,Budget Stay around Karol Bagh,Neha Kapoor,Karol Bagh,Private room,2550,1,24,0.25,365,28.646962,77.179775,Market Area,Delhi,2295,4.37,4.3,0.38,15,f,f,7.5
2284,Comfortable Home in Defence Colony,Deepak Bansal,Defence Colony,Shared room,1950,2,23,1.58,130,28.570087,77.232574,Green & Peaceful,Delhi,975,3.85,3.9,1.37,8,f,f,5.7
2285,Budget Stay around Gurgaon Cyber City,Nisha Kapoor,Gurgaon Cyber City,Private room,2750,5,58,0.52,196,28.498912,77.096772,Corporate/Developed Area,Haryana,2475,3.97,4.1,0.48,5,f,t,6.1
2286,Comfortable Home in Noida Sector 18,Rohit Yadav,Noida Sector 18,Entire home/apt,4000,5,91,0.34,199,28.573722,77.326555,Market Area,Uttar Pradesh,6400,4.13,4.1,1.04,20,f,f,6.7
2287,Comfortable Home in Defence Colony,Riya Bansal,Defence Colony,Entire home/apt,4000,1,77,0.15,153,28.572023,77.242984,Green & Peaceful,Delhi,6400,4.97,4.8,1.14,23,t,t,9.7
2288,Comfortable Home in Uttam Nagar,Ankit Mishra,Uttam Nagar,Entire home/apt,2300,1,15,0.09,220,28.619373,77.071754,Dense/Chawl-type Area,Delhi,3680,4.2,4.9,0.6,20,f,t,6.9
2289,Cozy Vasant Kunj Studio,Ankit Yadav,Vasant Kunj,Private room,1900,4,64,0.18,26,28.523547,77.149198,Developed Residential,Delhi,1710,4.38,4.2,3.76,15,f,t,7.6
2290,City Stay - Uttam Nagar,Manish Kumar,Uttam Nagar,Private room,1250,1,134,1.28,221,28.626393,77.06463,Dense/Chawl-type Area,Delhi,1125,4.04,4.0,2.42,12,f,f,6.3
2291,Comfortable Home in Defence Colony,Shreya Kumar,Defence Colony,Entire home/apt,3600,2,17,0.26,122,28.574109,77.233,Green & Peaceful,Delhi,5760,4.53,3.7,1.74,5,f,f,8.1
2292,Comfortable Home in Lajpat Nagar,Priya Jain,Lajpat Nagar,Private room,1850,1,84,0.29,85,28.570884,77.242204,Market Area,Delhi,1665,4.14,4.9,0.3,13,f,t,6.7
2293,Family Home in Janakpuri,Pooja Sharma,Janakpuri,Private room,1750,2,75,0.07,322,28.631852,77.085461,Developed Residential,Delhi,1575,4.05,3.6,0.33,16,f,t,6.4
2294,Private Room near Ghaziabad Vaishali,Arjun Sharma,Ghaziabad Vaishali,Entire home/apt,2800,1,36,0.67,176,28.646503,77.32694,Market Area,Uttar Pradesh,4480,4.42,3.9,1.01,12,f,t,7.7
2295,Private Room near Noida Sector 62,Varun Mishra,Noida Sector 62,Hotel room,2650,1,29,0.44,267,28.636032,77.364517,Corporate/Developed Area,Uttar Pradesh,3445,3.81,3.9,0.41,21,f,f,5.5
2296,Cozy Noida Sector 62 Studio,Megha Yadav,Noida Sector 62,Private room,2050,2,37,0.29,348,28.634433,77.355914,Corporate/Developed Area,Uttar Pradesh,1845,3.81,4.0,4.79,14,f,f,5.5
2297,Private Room near Lajpat Nagar,Simran Jain,Lajpat Nagar,Entire home/apt,2550,1,61,0.71,189,28.563698,77.239354,Market Area,Delhi,4080,4.06,3.7,0.41,11,f,t,6.4
2298,Family Home in Greater Kailash,Vikas Singh,Greater Kailash,Shared room,1700,2,36,0.28,83,28.551134,77.242984,Developed Residential,Delhi,850,3.84,4.7,1.0,23,f,f,5.7
2299,Budget Stay around Noida Sector 62,Varun Mehta,Noida Sector 62,Private room,2450,4,42,0.83,5,28.615792,77.364721,Corporate/Developed Area,Uttar Pradesh,2205,3.93,3.7,0.74,10,f,t,6.0
2300,Family Home in Ghaziabad Indirapuram,Shreya Verma,Ghaziabad Indirapuram,Entire home/apt,2400,5,30,0.07,266,28.64112,77.370828,Developed Residential,Uttar Pradesh,3840,4.21,4.5,1.42,23,f,f,7.0
2301,Peaceful Retreat near Connaught Place,Simran Sharma,Connaught Place,Private room,2650,2,21,0.11,88,28.633986,77.210055,Market Area,Delhi,2385,4.76,3.7,0.37,22,f,f,9.0
2302,Family Home in Green Park,Megha Kumar,Green Park,Entire home/apt,3750,2,74,1.19,121,28.545289,77.202447,Green & Peaceful,Delhi,6000,4.49,3.6,0.88,19,f,f,8.0
2303,Peaceful Retreat near Saket,Megha Mishra,Saket,Private room,2700,1,68,0.15,156,28.51788,77.207297,Developed Residential,Delhi,2430,4.42,4.9,0.59,6,f,f,7.7
2304,Comfortable Home in Chattarpur,Rohit Gupta,Chattarpur,Private room,1500,1,29,0.23,196,28.50471,77.170037,Green & Peaceful,Delhi,1350,4.15,3.8,2.82,18,f,f,6.8
2305,Bright Apartment in Mehrauli,Rohit Agarwal,Mehrauli,Entire home/apt,2600,2,4,0.15,225,28.522804,77.18519,Dense/Chawl-type Area,Delhi,4160,4.92,4.7,0.25,14,f,t,9.5
2306,Cozy Vikaspuri Studio,Rohit Gupta,Vikaspuri,Hotel room,1850,2,33,0.12,205,28.629505,77.072734,Developed Residential,Delhi,2405,4.28,4.3,3.14,20,f,t,7.2
2307,Family Home in Vikaspuri,Aditya Mishra,Vikaspuri,Entire home/apt,2000,5,6,0.91,277,28.636584,77.074305,Developed Residential,Delhi,3200,3.9,3.6,2.35,11,f,f,5.9
2308,Modern Stay near Noida Sector 75,Karan Chauhan,Noida Sector 75,Entire home/apt,2050,1,30,0.04,183,28.567804,77.382855,Developed Residential,Uttar Pradesh,3280,4.54,4.9,0.62,12,f,t,8.2
2309,Budget Stay around Gurgaon Sector 47,Rohit Verma,Gurgaon Sector 47,Entire home/apt,3700,2,77,1.31,244,28.421377,77.041044,Developed Residential,Haryana,5920,3.94,3.9,2.07,14,f,t,6.0
2310,City Stay - Uttam Nagar,Ankit Gupta,Uttam Nagar,Private room,1250,1,45,0.17,365,28.618409,77.066693,Dense/Chawl-type Area,Delhi,1125,4.21,4.8,0.24,19,f,f,7.0
2311,Family Home in Paharganj,Simran Agarwal,Paharganj,Entire home/apt,2150,1,1,0.74,82,28.645064,77.203755,Dense/Chawl-type Area,Delhi,3440,4.41,3.8,4.29,12,f,f,7.7
2312,Premium Stay - Uttam Nagar,Aditya Yadav,Uttam Nagar,Private room,1350,1,8,0.3,207,28.631331,77.069363,Dense/Chawl-type Area,Delhi,1215,4.85,4.8,1.1,17,f,f,9.3
2313,Family Home in Defence Colony,Ankit Mehta,Defence Colony,Hotel room,2950,1,78,0.46,303,28.565125,77.22159,Green & Peaceful,Delhi,3835,4.39,3.5,0.63,16,f,f,7.6
2314,Cozy Chattarpur Studio,Sanjay Jain,Chattarpur,Private room,1500,1,20,0.19,320,28.507527,77.171099,Green & Peaceful,Delhi,1350,4.64,4.3,0.74,12,f,f,8.5
2315,City Stay - Vikaspuri,Neha Yadav,Vikaspuri,Private room,1700,1,58,0.72,215,28.639027,77.067048,Developed Residential,Delhi,1530,4.99,4.7,0.28,19,t,t,9.8
2316,Budget Stay around Gurgaon Golf Course Road,Riya Chauhan,Gurgaon Golf Course Road,Entire home/apt,4000,7,35,0.18,189,28.457844,77.102754,Developed Residential,Haryana,6400,3.96,4.9,5.65,16,f,f,6.1
2317,Budget Stay around Uttam Nagar,Neha Yadav,Uttam Nagar,Entire home/apt,1300,1,14,1.09,297,28.624473,77.069054,Dense/Chawl-type Area,Delhi,2080,4.13,4.9,0.25,15,f,f,6.7
2318,City Stay - Old Delhi,Megha Verma,Old Delhi,Entire home/apt,2000,7,107,0.14,96,28.655589,77.226474,Dense/Chawl-type Area,Delhi,3200,4.27,4.7,1.48,23,f,t,7.2
2319,Modern Stay near Karol Bagh,Varun Gupta,Karol Bagh,Entire home/apt,2700,1,85,0.32,41,28.647896,77.189467,Market Area,Delhi,4320,4.31,4.8,0.9,18,f,t,7.3
2320,Premium Stay - Gurgaon Golf Course Road,Arjun Chauhan,Gurgaon Golf Course Road,Private room,2300,3,50,1.07,84,28.460948,77.090651,Developed Residential,Haryana,2070,4.29,3.8,3.77,22,f,t,7.3
2321,Peaceful Retreat near Dwarka,Manish Kapoor,Dwarka,Private room,1700,1,18,0.2,235,28.586146,77.036752,Developed Residential,Delhi,1530,4.89,3.9,0.54,17,f,f,9.4
2322,Cozy Karol Bagh Studio,Pooja Bansal,Karol Bagh,Entire home/apt,3100,1,55,0.42,179,28.645663,77.185404,Market Area,Delhi,4960,4.66,3.9,1.11,8,f,f,8.6
2323,Premium Stay - Mahipalpur,Priya Bansal,Mahipalpur,Private room,1100,2,86,0.11,193,28.543229,77.126421,Dense/Chawl-type Area,Delhi,990,4.53,4.1,0.99,21,f,f,8.1
2324,Family Home in Uttam Nagar,Neha Mehta,Uttam Nagar,Private room,1050,3,13,0.83,227,28.615241,77.062831,Dense/Chawl-type Area,Delhi,945,4.17,4.1,1.66,23,f,f,6.8
2325,Family Home in Green Park,Karan Malhotra,Green Park,Private room,2450,4,8,1.64,37,28.564178,77.203863,Green & Peaceful,Delhi,2205,4.79,4.3,0.28,13,f,t,9.0
2326,Premium Stay - Chattarpur,Riya Kumar,Chattarpur,Entire home/apt,2300,2,45,0.28,195,28.516075,77.172601,Green & Peaceful,Delhi,3680,4.95,3.7,0.46,11,t,f,9.6
2327,Bright Apartment in Noida Sector 62,Aditya Bansal,Noida Sector 62,Hotel room,1650,2,92,0.63,233,28.633482,77.375818,Corporate/Developed Area,Uttar Pradesh,2145,4.79,4.5,0.49,5,t,f,9.0
2328,Family Home in Noida Sector 75,Rahul Bansal,Noida Sector 75,Private room,1800,1,43,0.43,257,28.574215,77.381013,Developed Residential,Uttar Pradesh,1620,3.8,3.8,1.81,11,f,t,5.5
2329,Private Room near Uttam Nagar,Varun Kapoor,Uttam Nagar,Entire home/apt,1400,3,15,0.98,123,28.61361,77.063317,Dense/Chawl-type Area,Delhi,2240,4.56,4.0,0.45,11,f,f,8.2
2330,Comfortable Home in Chattarpur,Varun Yadav,Chattarpur,Entire home/apt,3200,1,10,0.49,112,28.507532,77.174774,Green & Peaceful,Delhi,5120,3.86,4.3,1.22,24,f,t,5.7
2331,City Stay - Noida Sector 62,Simran Singh,Noida Sector 62,Private room,1850,3,10,0.86,69,28.618779,77.376684,Corporate/Developed Area,Uttar Pradesh,1665,4.11,4.7,0.49,11,f,f,6.6
2332,Modern Stay near Old Delhi,Pooja Sharma,Old Delhi,Private room,1450,7,17,0.49,339,28.645991,77.229718,Dense/Chawl-type Area,Delhi,1305,3.87,4.6,2.57,12,f,f,5.8
2333,Modern Stay near Mehrauli,Amit Mehta,Mehrauli,Entire home/apt,2750,7,64,0.3,149,28.527041,77.180628,Dense/Chawl-type Area,Delhi,4400,4.52,4.5,3.62,20,f,f,8.1
2334,Family Home in Connaught Place,Pooja Yadav,Connaught Place,Entire home/apt,4000,4,25,0.97,218,28.641453,77.230517,Market Area,Delhi,6400,4.62,3.7,1.08,7,f,f,8.5
2335,Cozy Gurgaon Cyber City Studio,Manish Malhotra,Gurgaon Cyber City,Entire home/apt,4000,1,42,0.06,314,28.49307,77.08976,Corporate/Developed Area,Haryana,6400,3.94,4.3,0.72,17,f,t,6.0
2336,Premium Stay - Janakpuri,Riya Chauhan,Janakpuri,Entire home/apt,2150,1,17,0.86,319,28.625887,77.090968,Developed Residential,Delhi,3440,4.26,3.6,0.52,14,f,f,7.2
2337,Peaceful Retreat near Ghaziabad Vaishali,Pooja Sharma,Ghaziabad Vaishali,Entire home/apt,3350,1,59,0.08,310,28.647313,77.334088,Market Area,Uttar Pradesh,5360,4.35,4.1,0.26,22,f,t,7.5
2338,Modern Stay near Green Park,Karan Kumar,Green Park,Entire home/apt,3100,2,28,0.68,205,28.555739,77.202056,Green & Peaceful,Delhi,4960,4.24,4.1,0.58,11,f,f,7.1
2339,Premium Stay - Uttam Nagar,Karan Kumar,Uttam Nagar,Entire home/apt,2050,3,45,0.62,253,28.62414,77.063682,Dense/Chawl-type Area,Delhi,3280,3.95,3.6,1.47,9,f,f,6.0
2340,Cozy Gurgaon DLF Phase 2 Studio,Megha Chauhan,Gurgaon DLF Phase 2,Shared room,1850,1,20,0.79,321,28.480152,77.089659,Market Area,Haryana,925,4.3,3.9,1.12,11,f,f,7.3
2341,Bright Apartment in Aerocity,Priya Agarwal,Aerocity,Private room,2900,2,15,0.49,365,28.555223,77.085423,Developed Residential,Delhi,2610,4.7,4.9,3.66,21,f,t,8.7
2342,Family Home in Mahipalpur,Riya Malhotra,Mahipalpur,Private room,1450,1,73,0.55,90,28.560124,77.120963,Dense/Chawl-type Area,Delhi,1305,3.89,4.9,0.81,8,f,f,5.8
2343,Comfortable Home in Noida Sector 62,Simran Sharma,Noida Sector 62,Private room,2250,5,35,0.24,244,28.630858,77.365749,Corporate/Developed Area,Uttar Pradesh,2025,3.9,4.0,1.62,20,f,f,5.8
2344,Bright Apartment in Noida Sector 75,Pooja Chauhan,Noida Sector 75,Entire home/apt,2550,2,11,0.51,105,28.569386,77.390687,Developed Residential,Uttar Pradesh,4080,4.23,3.6,1.01,23,f,f,7.0
2345,Private Room near Gurgaon DLF Phase 2,Varun Jain,Gurgaon DLF Phase 2,Entire home/apt,4000,14,18,0.18,169,28.475453,77.097673,Market Area,Haryana,6400,4.93,3.8,1.06,14,f,t,9.5
2346,Comfortable Home in Rajendra Place,Rohit Agarwal,Rajendra Place,Private room,2500,3,30,0.95,237,28.635083,77.175648,Developed Residential,Delhi,2250,4.6,4.1,0.57,7,f,t,8.4
2347,Private Room near Noida Sector 18,Varun Gupta,Noida Sector 18,Entire home/apt,3150,3,56,0.41,270,28.575318,77.328261,Market Area,Uttar Pradesh,5040,4.61,4.9,0.93,7,f,t,8.4
2348,Bright Apartment in Mahipalpur,Megha Jain,Mahipalpur,Private room,1550,1,60,0.37,141,28.551572,77.1297,Dense/Chawl-type Area,Delhi,1395,4.23,3.7,0.96,21,f,f,7.1
2349,Budget Stay around Connaught Place,Shreya Yadav,Connaught Place,Private room,2250,2,36,0.45,103,28.637654,77.207577,Market Area,Delhi,2025,4.51,4.6,1.67,14,f,f,8.1
2350,Premium Stay - Noida Sector 62,Rohit Mishra,Noida Sector 62,Private room,2000,1,30,0.89,199,28.626161,77.366079,Corporate/Developed Area,Uttar Pradesh,1800,3.81,3.7,3.59,21,f,f,5.5
2351,Bright Apartment in Mahipalpur,Karan Bansal,Mahipalpur,Private room,1300,1,102,0.85,163,28.546778,77.121501,Dense/Chawl-type Area,Delhi,1170,4.56,5.0,0.68,21,f,t,8.2
2352,Cozy South Extension Studio,Megha Kapoor,South Extension,Private room,2200,2,79,0.08,68,28.5708,77.224328,Market Area,Delhi,1980,4.9,4.1,0.25,8,t,t,9.4
2353,Bright Apartment in Chattarpur,Pooja Bansal,Chattarpur,Entire home/apt,2100,3,38,0.61,188,28.496191,77.166521,Green & Peaceful,Delhi,3360,4.54,4.7,1.02,10,f,f,8.1
